137.445, 129.576, 8.333, 26.350 False
137.029, 129.576, 8.333, 26.400 False
136.612, 129.575, 8.333, 26.450 False
136.195, 129.575, 8.333, 26.500 False
135.779, 129.574, 8.333, 26.550 False
135.362, 129.574, 8.333, 26.600 False
134.945, 129.574, 8.333, 26.650 False
134.529, 129.573, 8.333, 26.700 False
134.112, 129.572, 8.333, 26.750 False
133.695, 129.572, 8.333, 26.800 False
133.279, 129.571, 8.333, 26.850 False
132.863, 129.571, 8.309, 26.900 False
132.451, 129.570, 8.187, 26.950 False
132.051, 129.569, 7.968, 27.000 False
131.664, 129.568, 7.663, 27.050 False
131.295, 129.567, 7.302, 27.100 False
130.946, 129.566, 6.901, 27.150 False
130.618, 129.564, 6.470, 27.200 False
130.312, 129.563, 6.014, 27.250 False
130.029, 129.562, 5.541, 27.300 False
129.770, 129.561, 5.053, 27.350 False
129.535, 129.560, 4.559, 27.400 False
129.326, 129.559, 4.055, 27.450 False
129.140, 129.558, 3.583, 27.500 False
128.976, 129.557, 3.144, 27.550 False
128.832, 129.556, 2.780, 27.600 False
128.700, 129.556, 2.555, 27.650 False
128.574, 129.555, 2.451, 27.700 False
128.448, 129.554, 2.475, 27.750 False
128.318, 129.554, 2.584, 27.800 False
128.180, 129.553, 2.742, 27.850 False
128.033, 129.552, 2.930, 27.900 False
127.876, 129.552, 3.137, 27.950 False
127.709, 129.551, 3.357, 28.000 False
127.531, 129.550, 3.585, 28.050 False
127.342, 129.549, 3.816, 28.100 False
127.142, 129.548, 4.050, 28.150 False
126.930, 129.547, 4.284, 28.200 False
126.707, 129.546, 4.517, 28.250 False
126.472, 129.545, 4.750, 28.300 False
126.226, 129.544, 4.982, 28.350 False
125.968, 129.543, 5.213, 28.400 False
125.699, 129.541, 5.441, 28.450 False
125.419, 129.540, 5.668, 28.500 False
125.128, 129.539, 5.892, 28.550 False
124.826, 129.537, 6.115, 28.600 False
124.513, 129.536, 6.335, 28.650 False
124.189, 129.535, 6.545, 28.700 False
123.855, 129.533, 6.722, 28.750 False
123.515, 129.532, 6.845, 28.800 False
123.173, 129.530, 6.873, 28.850 False
